year,customer_id,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
682,2015,417761,0,82,122,1,0,346.35,11.0,39.25,57,2,3.0,0,1
683,2015,418107,0,58,85,0,1,294.6,13.8,33.39,75,4,4.0,1,0
684,2015,418464,1,26,129,1,0,289.35,10.9,32.79,130,4,3.0,1,0
685,2015,420443,1,21,150,0,0,189.0,10.2,21.42,100,6,3.0,3,0
686,2015,421900,0,45,110,0,0,334.05,13.5,37.86,78,4,4.0,1,0
687,2015,422312,0,32,59,0,1,181.35,8.5,20.55,116,5,3.0,2,0
688,2015,423044,0,35,135,0,1,295.65,14.6,33.51,135,5,4.0,2,0
689,2015,423083,0,36,43,0,0,126.3,10.8,14.31,79,2,3.0,1,0
690,2015,423560,1,56,64,1,1,190.8,8.1,21.62,109,13,3.0,0,0
691,2015,423729,1,40,104,0,0,208.05,10.0,23.58,74,3,3.0,0,0
692,2015,423786,1,31,149,1,1,190.35,8.8,21.57,77,3,3.0,5,1
693,2015,424699,1,33,113,0,1,236.7,8.7,26.83,100,2,3.0,5,1
694,2015,426012,0,33,71,1,0,267.3,13.6,30.29,111,3,4.0,3,1
695,2015,426722,1,33,93,0,0,212.55,10.2,24.09,71,3,3.0,0,0
696,2015,426789,1,30,124,0,0,225.45,12.5,25.55,62,4,4.0,2,0
697,2015,426879,0,35,113,0,1,307.5,10.2,34.85,59,5,3.0,2,0
698,2015,427284,1,51,93,0,1,205.2,12.5,23.26,95,3,4.0,2,0
699,2015,427813,1,50,121,0,1,327.3,7.5,37.09,118,7,3.0,3,0
700,2015,428154,0,30,97,1,0,355.35,7.3,40.27,120,2,2.0,0,1
701,2015,428226,1,46,171,0,0,346.8,12.3,39.3,124,1,4.0,1,0
702,2015,428585,0,36,105,1,0,410.85,10.9,46.56,90,7,3.0,1,1
703,2015,428637,1,41,82,0,1,232.8,10.7,26.38,68,3,3.0,1,0
704,2015,428895,1,44,145,0,0,298.8,7.6,33.86,135,3,3.0,1,0
705,2015,429024,1,33,91,0,0,238.5,10.1,27.03,73,4,3.0,0,0
706,2015,430432,1,31,107,0,0,235.65,12.1,26.71,138,6,4.0,1,0
707,2015,431281,1,32,98,0,1,320.55,10.7,36.33,73,5,3.0,2,0
708,2015,431395,0,39,116,0,0,239.1,9.7,27.1,71,2,3.0,6,1
709,2015,432266,0,43,13,0,1,397.95,12.9,45.1,117,1,4.0,1,0
710,2015,432797,1,24,32,0,0,346.35,6.3,39.25,53,2,2.0,0,0
711,2015,432902,1,29,107,0,0,333.45,12.1,37.79,117,4,4.0,1,1
712,2015,434615,1,31,48,0,0,450.6,7.2,51.07,94,5,2.0,2,0
713,2015,434651,0,34,95,0,0,104.1,8.9,11.8,102,5,3.0,0,0
714,2015,435274,0,38,155,0,0,248.1,8.9,28.12,108,4,3.0,3,0
715,2015,435341,1,32,58,0,0,224.1,14.9,25.4,108,3,5.0,1,0
716,2015,436001,0,28,162,0,1,276.75,12.3,31.37,106,6,4.0,0,0
717,2015,436092,0,37,51,0,0,344.55,9.6,39.05,128,1,3.0,1,1
718,2015,436358,1,40,69,0,0,275.1,9.0,31.18,94,5,3.0,3,0
719,2015,436471,0,30,127,1,1,143.85,10.4,16.3,132,3,3.0,1,0
720,2015,436764,0,37,89,0,0,134.25,12.3,15.22,116,1,4.0,3,0
721,2015,437014,0,53,54,1,0,321.15,10.1,36.4,75,3,3.0,1,0
722,2015,437078,1,41,83,0,0,346.95,12.4,39.32,106,2,4.0,3,0
723,2015,437285,0,32,130,0,0,186.45,3.5,21.13,83,6,1.0,0,0
724,2015,438310,1,24,104,1,0,240.6,12.6,27.27,90,5,4.0,4,0
725,2015,438855,0,54,124,0,1,377.1,7.5,42.74,121,5,3.0,1,0
726,2015,440161,1,74,161,0,0,267.15,8.5,30.28,78,2,3.0,1,0
727,2015,440165,0,45,72,0,0,163.65,8.3,18.55,84,6,3.0,0,0
728,2015,440338,0,38,54,0,0,239.7,9.7,27.17,70,7,3.0,2,0
729,2015,441123,0,40,87,0,0,352.2,9.5,39.92,93,5,3.0,1,0
730,2015,441719,1,61,85,0,0,333.45,11.0,37.79,75,2,3.0,3,0
731,2015,442113,0,26,90,0,0,308.55,12.5,34.97,104,6,4.0,2,0
732,2015,443050,1,45,84,0,0,325.65,9.4,36.91,120,4,3.0,1,0
733,2015,443111,1,60,117,0,0,286.65,12.0,32.49,118,4,4.0,2,0
734,2015,443296,0,49,141,0,1,281.25,10.5,31.88,105,5,3.0,3,0
735,2015,444068,1,31,74,0,0,337.8,9.1,38.28,95,2,3.0,2,0
736,2015,444100,1,34,110,1,1,401.85,8.3,45.54,106,2,3.0,1,1
737,2015,444981,1,26,81,1,0,375.9,7.8,42.6,131,5,3.0,1,0
738,2015,445854,1,37,89,0,1,245.25,7.5,27.8,147,5,3.0,2,0
739,2015,446346,0,41,96,0,1,225.0,8.5,25.5,55,3,3.0,1,0
740,2015,446602,0,42,78,0,0,211.05,11.7,23.92,107,5,4.0,0,0
741,2015,446703,1,31,123,0,0,258.3,8.7,29.27,101,4,3.0,1,0
742,2015,446769,1,57,131,1,1,439.35,13.8,49.79,127,7,4.0,4,1
743,2015,447233,0,42,55,0,0,179.55,4.6,20.35,113,2,2.0,2,0
744,2015,448233,1,54,106,0,0,334.5,7.1,37.91,107,12,2.0,0,0
745,2015,449319,1,37,108,0,1,414.9,9.8,47.02,95,6,3.0,2,0
746,2015,449353,1,25,129,0,0,297.6,9.2,33.73,101,2,3.0,2,0
747,2015,449741,0,21,92,0,0,236.55,13.8,26.81,99,3,4.0,1,0
748,2015,450290,1,37,133,1,0,190.95,10.3,21.64,88,3,3.0,1,0
749,2015,450513,1,35,62,0,0,181.05,13.1,20.52,99,6,4.0,4,0
750,2015,451467,1,29,95,0,0,291.9,3.8,33.08,92,2,2.0,3,0
751,2015,451692,0,52,105,0,0,320.1,9.5,36.28,93,6,3.0,1,0
752,2015,452515,0,32,36,0,1,422.1,9.0,47.84,113,6,3.0,2,0
753,2015,452627,1,40,123,0,0,239.25,12.0,27.12,120,4,4.0,0,0
754,2015,452942,0,34,92,0,1,233.1,8.0,26.42,118,4,3.0,3,0
755,2015,453333,1,35,86,0,1,106.35,11.1,12.05,105,5,3.0,3,0
756,2015,453665,0,32,106,0,0,247.95,8.5,28.1,93,3,3.0,2,0
757,2015,453828,0,46,74,0,1,231.15,10.9,26.2,57,9,3.0,2,0
758,2015,454386,0,33,121,0,0,226.05,9.2,25.62,116,15,3.0,1,0
759,2015,454669,1,46,146,1,0,306.6,10.5,34.75,114,6,3.0,3,0
760,2015,454676,0,34,121,1,0,251.55,13.4,28.51,115,1,4.0,3,1
761,2015,456905,0,24,128,1,1,335.25,9.4,38.0,101,2,3.0,2,1
762,2015,457297,0,34,115,0,0,367.8,7.2,41.68,74,8,2.0,0,0
763,2015,457836,0,30,140,0,0,169.2,16.3,19.18,85,6,5.0,0,0
764,2015,458305,1,28,117,1,1,294.0,3.7,33.32,120,5,1.0,1,0
765,2015,458503,0,36,82,0,0,278.7,5.7,31.59,104,7,2.0,4,0
766,2015,458561,0,55,70,0,0,348.15,0.0,39.46,112,0,0.0,3,0
769,2015,460233,0,38,82,0,0,188.55,12.9,21.37,103,2,4.0,1,0
770,2015,460824,0,40,86,0,1,391.8,12.7,44.4,101,5,4.0,2,0
771,2015,461477,1,26,70,0,0,157.05,15.8,17.8,110,7,5.0,3,0
772,2015,462492,1,36,93,0,0,228.6,6.6,25.91,120,5,2.0,3,0
773,2015,462544,1,33,104,0,0,255.9,6.1,29.0,131,1,2.0,1,0
774,2015,462697,1,35,47,0,1,168.3,10.6,19.07,105,2,3.0,0,0
775,2015,463931,1,28,102,0,1,187.95,6.3,21.3,68,2,2.0,3,0
776,2015,464616,0,44,51,0,0,272.25,10.3,30.86,119,2,3.0,1,0
777,2015,464805,1,33,43,0,0,268.95,8.0,30.48,114,5,3.0,0,0
778,2015,464942,1,26,81,0,0,392.1,8.0,44.44,96,6,3.0,1,1
779,2015,465125,0,24,147,0,1,381.3,13.8,43.21,125,7,4.0,5,0
780,2015,465300,1,57,84,0,0,238.5,12.3,27.03,101,5,4.0,1,0
781,2015,465704,0,48,126,0,0,242.1,5.1,27.44,78,2,2.0,0,0
782,2015,465790,1,40,79,0,0,220.5,8.4,24.99,107,9,3.0,1,0
783,2015,466436,0,43,124,0,0,236.25,9.6,26.78,98,4,3.0,3,0
784,2015,466523,1,31,176,0,0,334.8,10.1,37.94,80,2,3.0,3,0
785,2015,466759,1,26,98,0,0,0.0,6.8,0.0,88,1,2.0,4,1
786,2015,467789,1,34,75,0,1,263.7,5.3,29.89,134,4,2.0,5,0
787,2015,467956,1,44,118,1,0,335.1,6.3,37.98,118,6,2.0,0,0
788,2015,467963,0,28,73,0,0,288.3,9.4,32.67,87,6,3.0,1,0
789,2015,469225,1,23,86,0,0,188.25,8.9,21.34,110,8,3.0,1,0
790,2015,470030,1,45,141,0,0,190.35,8.0,21.57,128,2,3.0,1,0
791,2015,470816,1,36,33,0,1,236.1,13.9,26.76,79,11,4.0,4,1
792,2015,471459,0,37,95,0,0,305.1,13.7,34.58,105,3,4.0,2,0
793,2015,471674,0,28,115,1,0,183.0,10.8,20.74,124,2,3.0,2,1
794,2015,471827,1,37,83,0,1,117.75,11.8,13.35,102,4,4.0,1,0
795,2015,472057,1,36,130,0,0,265.35,9.5,30.07,69,2,3.0,1,0
796,2015,472957,0,25,82,0,0,300.45,7.1,34.05,60,1,2.0,4,0
797,2015,474106,1,40,77,0,0,367.8,7.5,41.68,91,4,3.0,0,1
798,2015,475071,0,28,124,0,1,216.75,12.0,24.57,82,7,4.0,2,0
799,2015,475336,0,37,74,0,0,233.55,8.1,26.47,97,4,3.0,0,0
800,2015,475443,1,21,90,0,0,169.8,14.1,19.24,124,4,4.0,3,0
801,2015,475964,0,30,117,0,1,157.35,7.7,17.83,104,6,3.0,3,0
802,2015,476461,0,60,32,0,0,256.8,10.2,29.1,64,7,3.0,1,0
803,2015,476809,0,33,99,0,0,333.6,12.0,37.81,81,8,4.0,2,0
804,2015,476816,1,38,103,0,0,307.35,10.4,34.83,106,3,3.0,5,0
805,2015,477356,0,49,83,0,1,142.5,11.2,16.15,79,2,4.0,0,0
806,2015,477683,0,40,98,0,0,189.45,9.4,21.47,135,2,3.0,3,0
807,2015,477957,1,36,92,0,0,295.5,10.8,33.49,105,4,3.0,1,0
808,2015,478003,1,40,161,0,1,327.75,7.3,37.15,121,4,2.0,1,0
809,2015,478129,0,25,85,0,0,318.45,7.7,36.09,116,3,3.0,0,0
810,2015,478349,0,38,128,1,0,367.8,10.7,41.68,116,5,3.0,0,0
811,2015,478408,1,42,80,0,0,224.7,10.9,25.47,75,7,3.0,2,0
812,2015,480025,0,56,93,1,0,197.1,11.1,22.34,103,2,3.0,1,1
814,2015,480438,0,34,146,0,0,283.95,7.4,32.18,83,3,2.0,0,0
815,2015,481865,1,40,113,0,0,225.15,11.0,25.52,105,3,3.0,2,0
816,2015,482349,1,44,54,0,0,201.45,14.7,22.83,68,4,4.0,3,0
817,2015,482478,0,40,51,0,0,296.7,8.9,33.63,134,5,3.0,1,0
818,2015,484303,1,44,149,0,1,298.35,14.3,33.81,76,9,4.0,1,0
819,2015,484485,0,32,113,0,0,290.7,10.6,32.95,67,6,3.0,1,0
820,2015,485465,1,39,86,0,1,149.85,9.8,16.98,90,7,3.0,2,0
821,2015,485550,0,27,126,0,0,263.1,10.6,29.82,93,1,3.0,0,0
822,2015,485868,1,36,66,0,1,281.7,12.0,31.93,113,3,4.0,2,0
823,2015,486677,0,38,94,1,0,364.8,7.2,41.34,99,4,2.0,4,0
824,2015,487568,1,39,125,0,0,252.9,10.9,28.66,92,7,3.0,0,0
825,2015,488568,1,42,153,0,1,327.75,9.4,37.15,105,6,3.0,0,0
826,2015,488980,0,38,101,0,1,216.15,14.5,24.5,107,3,4.0,1,0
827,2015,489216,1,33,85,0,0,315.45,11.2,35.75,82,7,4.0,1,0
828,2015,489900,0,48,124,0,0,289.5,15.3,32.81,104,3,5.0,1,0
829,2015,490037,0,47,79,0,1,396.45,6.3,44.93,92,3,2.0,4,0
830,2015,490142,0,60,148,0,1,367.35,15.2,41.63,91,4,5.0,2,0
831,2015,490277,0,29,70,0,0,297.9,10.6,33.76,105,6,3.0,2,0
832,2015,490698,0,80,62,0,0,373.05,13.2,42.28,78,2,4.0,1,1
833,2015,490988,1,59,176,0,0,376.35,9.6,42.65,85,6,3.0,2,0
834,2015,491355,0,39,106,0,0,238.05,10.2,26.98,103,4,3.0,1,0
835,2015,491524,1,31,84,0,0,286.5,6.5,32.47,79,4,2.0,0,0
836,2015,491556,0,54,130,0,0,310.65,12.4,35.21,100,2,4.0,1,0
837,2015,491558,0,35,125,0,1,301.95,5.4,34.22,104,3,2.0,1,0
838,2015,492274,0,44,110,0,0,222.75,12.4,25.25,112,3,4.0,1,0
839,2015,492631,1,29,116,0,1,290.1,11.4,32.88,98,3,4.0,5,0
840,2015,493522,1,30,131,0,0,166.35,15.8,18.85,114,9,5.0,1,0
841,2015,493830,0,33,76,0,0,305.4,8.4,34.61,97,3,3.0,0,0
842,2015,493893,1,30,110,0,0,224.7,11.7,25.47,119,4,4.0,2,0
843,2015,494819,0,50,117,0,0,242.4,13.8,27.47,111,2,4.0,1,0
844,2015,494888,1,58,111,0,0,213.45,12.8,24.19,94,9,4.0,2,0
845,2015,495086,1,37,122,0,1,262.35,13.5,29.73,116,3,4.0,1,1
846,2015,496170,1,39,90,0,1,278.4,11.1,31.55,120,5,3.0,2,0
847,2015,497073,0,24,121,0,1,355.65,10.1,40.31,85,5,3.0,4,0
848,2015,497112,1,26,167,0,0,311.4,14.1,35.29,98,5,4.0,0,0
849,2015,497334,1,34,70,0,0,334.2,0.0,37.88,122,0,0.0,1,0
850,2015,497660,1,46,155,0,0,276.9,7.8,31.38,122,1,3.0,1,0
851,2015,498024,0,40,44,0,0,342.15,9.9,38.78,77,5,3.0,2,1
852,2015,498249,0,58,61,0,0,390.0,9.0,44.2,70,3,3.0,1,1
853,2015,498298,0,44,141,0,0,323.4,12.4,36.65,107,6,4.0,1,0
854,2015,498534,0,30,95,1,1,205.2,10.3,23.26,67,9,3.0,5,1
855,2015,499354,1,39,142,0,0,280.5,7.4,31.79,127,5,2.0,2,0
856,2015,499450,0,40,99,1,0,295.8,9.9,33.52,99,6,3.0,4,0
857,2015,501841,1,33,60,0,1,287.7,12.8,32.61,62,3,4.0,2,0
858,2015,502502,1,46,78,0,0,289.65,10.2,32.83,119,1,3.0,0,0
859,2015,504933,1,28,100,0,0,371.7,6.9,42.13,125,2,2.0,1,0
860,2015,505557,1,44,97,0,1,252.6,8.5,28.63,95,7,3.0,0,0
861,2015,505577,0,36,106,0,0,192.9,11.4,21.86,113,2,4.0,0,0
862,2015,506360,1,59,60,0,0,268.95,13.5,30.48,98,6,4.0,1,1
863,2015,506778,1,39,78,0,0,337.65,14.6,38.27,102,2,4.0,0,0
864,2015,507188,1,31,96,0,1,275.1,10.5,31.18,93,5,3.0,1,0
865,2015,507309,0,32,155,0,0,244.5,15.1,27.71,109,4,5.0,2,0
866,2015,507313,1,29,118,0,1,434.25,9.5,49.22,88,4,3.0,1,0
867,2015,507920,0,35,90,0,1,142.2,11.4,16.12,65,5,4.0,1,0
868,2015,508216,1,30,123,0,0,310.35,7.7,35.17,136,2,3.0,3,0
869,2015,508266,1,24,141,0,0,124.8,10.7,14.14,79,7,3.0,1,0
870,2015,510227,0,49,80,0,0,241.65,10.6,27.39,116,4,3.0,1,0
871,2015,511105,0,71,52,0,1,256.35,4.1,29.05,124,5,2.0,2,0
872,2015,511946,0,25,140,0,0,194.4,9.4,22.03,124,10,3.0,3,0
873,2015,512238,1,49,64,0,1,342.9,9.0,38.86,124,1,3.0,3,0
874,2015,512325,0,42,54,0,1,310.35,9.2,35.17,120,1,3.0,3,0
877,2015,513944,0,34,30,0,1,326.1,6.6,36.96,104,3,2.0,0,0
878,2015,514054,0,31,36,0,1,219.45,14.5,24.87,109,6,4.0,0,0
879,2015,514207,0,35,27,0,0,301.8,8.4,34.2,91,3,3.0,2,0
880,2015,514224,0,39,64,0,1,141.6,4.5,16.05,89,4,2.0,0,0
881,2015,515249,0,35,79,0,1,155.55,14.8,17.63,102,4,4.0,2,0
882,2015,515771,1,58,107,0,1,421.65,11.2,47.79,128,9,4.0,1,0
883,2015,516403,0,41,84,0,0,195.3,14.0,22.13,74,6,4.0,2,0
884,2015,516724,1,38,112,0,0,325.65,9.4,36.91,91,3,3.0,2,0
885,2015,516883,1,45,112,0,0,408.75,16.4,46.33,94,5,5.0,3,1
886,2015,516913,1,24,84,0,0,285.3,9.8,32.33,102,6,3.0,2,0
887,2015,517173,1,35,28,0,0,281.7,10.6,31.93,124,5,3.0,0,0
888,2015,517520,1,24,74,0,0,281.55,9.1,31.91,94,5,3.0,0,0
889,2015,517557,0,39,99,0,1,324.0,9.3,36.72,100,4,3.0,2,1
890,2015,517579,1,43,169,0,0,268.8,9.9,30.46,92,6,3.0,2,0
891,2015,518133,1,25,94,1,0,255.15,8.7,28.92,78,4,3.0,1,0
892,2015,518329,1,52,12,1,0,325.05,9.8,36.84,110,4,3.0,2,0
893,2015,519124,0,40,80,0,0,314.85,8.8,35.68,119,4,3.0,2,0
894,2015,519912,0,41,87,0,1,123.9,9.5,14.04,88,1,3.0,3,0
895,2015,520263,1,41,55,1,0,287.85,14.3,32.62,101,6,4.0,1,1
896,2015,520735,1,32,144,0,0,92.4,8.2,10.47,99,7,3.0,4,1
897,2015,521267,0,42,94,0,0,245.25,12.6,27.8,82,5,4.0,1,0
898,2015,522898,0,28,115,0,1,232.8,4.5,26.38,100,4,2.0,0,0
899,2015,523129,1,30,96,0,0,296.55,10.5,33.61,67,3,3.0,3,0
900,2015,523481,1,35,51,1,1,203.7,12.3,23.09,98,7,4.0,2,0
901,2015,524127,1,50,173,0,0,437.7,9.9,49.61,119,2,3.0,0,1
902,2015,526435,0,67,99,0,0,239.55,8.4,27.15,114,3,3.0,1,0
903,2015,526511,1,32,82,1,0,313.2,12.4,35.5,86,6,4.0,3,0
904,2015,526862,1,41,107,0,1,242.4,13.7,27.47,103,3,4.0,1,0
905,2015,527068,0,43,155,0,0,325.05,10.8,36.84,106,1,3.0,2,0
906,2015,527302,1,35,135,0,1,410.1,12.3,46.48,112,6,4.0,1,0
907,2015,527414,0,33,66,0,0,231.0,9.5,26.18,100,3,3.0,4,1
908,2015,527555,1,34,52,0,1,293.55,5.3,33.27,94,3,2.0,2,0
909,2015,527827,1,46,113,0,1,270.6,8.4,30.67,124,2,3.0,1,0
912,2015,528067,0,45,42,0,0,276.75,8.8,31.37,91,3,3.0,2,0
913,2015,528867,1,31,193,0,1,186.0,12.3,21.08,129,3,4.0,1,0
914,2015,528940,1,73,133,0,0,243.15,12.2,27.56,78,5,4.0,1,0
916,2015,529637,1,52,80,1,1,238.95,11.9,27.08,82,5,4.0,1,0
917,2015,530490,0,34,59,0,1,199.65,6.8,22.63,103,3,2.0,1,0
918,2015,530490,1,36,172,0,0,323.55,7.1,36.67,83,1,2.0,3,0
919,2015,530697,1,28,73,0,0,321.3,5.9,36.41,112,8,2.0,0,0
920,2015,530848,1,32,232,0,0,248.4,11.8,28.15,77,3,4.0,1,0
921,2015,531048,1,18,120,0,0,225.9,6.4,25.6,123,2,2.0,1,0
922,2015,531737,1,38,137,0,0,216.0,12.3,24.48,93,2,4.0,0,0
923,2015,532015,0,45,122,0,1,406.2,11.8,46.04,104,8,4.0,4,0
924,2015,532687,0,32,70,0,0,313.05,8.0,35.48,122,3,3.0,2,0
925,2015,532737,0,39,126,0,1,279.3,9.6,31.65,139,3,3.0,2,0
926,2015,533568,1,36,128,0,0,187.8,18.9,21.28,111,2,6.0,0,0
927,2015,533725,1,74,104,0,0,274.35,5.5,31.09,104,4,2.0,2,0
928,2015,534693,1,31,148,0,0,129.45,11.3,14.67,91,4,4.0,1,0
929,2015,534803,0,38,142,0,1,359.7,9.5,40.77,106,4,3.0,0,0
930,2015,536449,1,71,155,0,0,272.1,11.3,30.84,122,3,4.0,3,0
931,2015,536548,1,51,26,0,0,351.75,3.5,39.87,94,6,1.0,3,0
932,2015,536620,0,48,77,0,0,254.1,2.0,28.8,89,7,1.0,1,0
933,2015,537313,1,23,63,0,0,213.75,7.5,24.23,120,2,3.0,2,0
934,2015,537377,1,67,68,0,0,243.15,11.0,27.56,87,9,3.0,5,1
935,2015,538317,0,36,97,0,0,227.4,14.7,25.77,112,4,4.0,1,0
936,2015,538442,1,30,112,0,0,167.85,14.1,19.02,79,3,4.0,5,1
937,2015,538753,0,42,63,0,1,46.35,8.6,5.25,101,7,3.0,1,0
938,2015,539277,0,38,83,0,0,268.2,8.6,30.4,65,4,3.0,3,0
939,2015,539434,0,38,148,0,1,140.4,17.5,15.91,84,5,5.0,1,0
940,2015,540038,1,41,70,0,0,255.3,15.0,28.93,76,2,5.0,1,0
941,2015,540155,0,41,107,0,1,240.45,5.6,27.25,109,1,2.0,1,0
942,2015,540723,0,31,117,1,0,250.65,14.1,28.41,132,7,4.0,2,1
943,2015,540959,0,45,16,0,0,314.25,8.8,35.62,102,4,3.0,1,0
944,2015,541005,1,39,112,0,1,332.4,11.3,37.67,108,3,4.0,1,0
945,2015,541516,0,48,87,0,1,395.7,8.5,44.85,109,3,3.0,3,0
946,2015,541726,0,32,67,0,0,251.7,8.4,28.53,71,12,3.0,1,0
947,2015,541880,0,31,81,0,0,275.4,12.2,31.21,99,6,4.0,3,0
948,2015,542387,1,42,133,0,0,415.95,12.8,47.14,103,4,4.0,2,1
949,2015,543078,0,27,90,0,0,290.55,12.7,32.93,60,3,4.0,1,0
950,2015,543796,0,34,21,0,1,203.85,9.5,23.1,89,7,3.0,6,0
951,2015,544462,1,26,107,0,1,90.0,11.1,10.2,106,3,3.0,0,0
952,2015,545544,0,40,78,1,0,355.2,9.5,40.26,77,2,3.0,1,1
953,2015,545676,1,41,172,0,0,258.75,5.9,29.33,113,6,2.0,0,0
954,2015,547189,0,37,9,0,1,321.15,10.1,36.4,117,3,3.0,1,0
955,2015,547427,0,37,83,0,0,332.1,9.8,37.64,100,5,3.0,3,0
956,2015,548457,0,27,63,0,1,322.35,8.2,36.53,139,5,3.0,0,0
957,2015,549578,0,40,125,0,0,210.15,8.0,23.82,77,2,3.0,1,0
958,2015,550402,1,38,85,0,0,191.85,12.5,21.74,76,5,4.0,0,0
959,2015,550463,0,70,125,0,0,197.7,7.7,22.41,119,6,3.0,2,0
960,2015,550610,0,33,68,0,1,123.75,4.8,14.03,114,4,2.0,3,0
961,2015,551030,1,43,116,0,0,296.85,12.0,33.64,145,6,4.0,1,0
962,2015,551916,1,65,73,0,0,382.2,15.0,43.32,102,7,5.0,2,0
963,2015,551971,1,35,160,0,1,246.9,15.2,27.98,131,4,5.0,1,0
964,2015,552167,0,33,85,0,0,355.35,11.4,40.27,78,7,4.0,2,1
965,2015,552420,0,28,135,1,1,191.55,5.8,21.71,84,4,2.0,2,0
966,2015,553186,0,38,93,0,1,201.3,11.8,22.81,90,2,4.0,4,1
967,2015,553628,0,35,112,0,0,392.1,11.6,44.44,90,2,4.0,1,0
968,2015,553858,1,29,91,0,1,254.7,10.9,28.87,92,4,3.0,1,0
969,2015,554535,1,35,128,0,0,222.75,6.8,25.25,114,2,2.0,1,0
970,2015,554540,0,30,126,0,1,230.1,12.8,26.08,97,4,4.0,4,1
971,2015,555677,1,42,103,0,1,130.8,10.9,14.82,80,5,3.0,6,1
972,2015,556880,1,36,123,0,0,310.35,8.3,35.17,60,2,3.0,3,0
973,2015,557206,0,29,30,0,0,243.45,9.1,27.59,89,4,3.0,2,0
974,2015,557327,1,32,121,0,0,154.95,10.7,17.56,113,3,3.0,0,0
975,2015,557780,0,37,124,0,0,267.6,12.0,30.33,91,2,4.0,0,0
976,2015,557951,0,31,32,0,0,247.2,14.8,28.02,108,2,4.0,2,0
977,2015,558619,0,31,67,0,0,323.25,8.6,36.64,106,6,3.0,1,0
978,2015,558883,0,37,68,0,0,320.85,8.4,36.36,97,3,3.0,1,1
979,2015,558989,0,30,36,1,1,295.2,20.0,33.46,126,6,6.0,0,1
980,2015,559209,1,35,128,0,1,256.8,14.0,29.1,93,6,4.0,1,0
981,2015,561126,0,46,68,0,0,239.25,11.4,27.12,76,3,4.0,1,0
982,2015,561997,1,43,11,0,1,285.9,6.0,32.4,80,3,2.0,3,0
983,2015,562776,0,42,12,0,0,374.4,11.8,42.43,90,3,4.0,1,1
984,2015,562929,1,33,81,1,0,341.1,11.9,38.66,113,3,4.0,0,0
985,2015,563007,1,45,81,1,0,224.1,17.9,25.4,97,3,5.0,3,1
986,2015,563365,1,35,52,0,0,323.85,5.2,36.7,130,2,2.0,1,0
987,2015,563535,1,35,70,0,0,194.85,14.3,22.08,93,3,4.0,1,0
988,2015,563584,1,38,88,0,0,288.0,7.5,32.64,125,5,3.0,1,0
989,2015,564493,0,28,115,0,0,276.15,7.5,31.3,106,6,3.0,2,0
990,2015,564684,1,29,134,0,0,312.45,12.6,35.41,86,3,4.0,1,0
991,2015,565012,0,52,225,0,0,248.1,8.7,28.12,93,3,3.0,0,1
992,2015,565226,0,47,136,1,0,298.8,11.8,33.86,105,7,4.0,1,0
993,2015,565606,0,27,76,0,1,240.15,9.5,27.22,102,4,3.0,3,0
994,2015,566346,1,28,126,0,0,481.95,8.0,54.62,106,4,3.0,1,1
995,2015,566841,1,45,144,0,0,209.4,15.0,23.73,75,4,5.0,2,0
996,2015,566948,1,45,106,0,0,320.85,12.2,36.36,124,5,4.0,3,0
997,2015,567205,1,41,74,0,0,346.35,9.7,39.25,101,2,3.0,3,0
998,2015,567486,0,39,143,0,0,258.45,13.0,29.29,119,4,4.0,2,0
999,2015,567850,0,40,41,0,0,215.4,8.6,24.41,110,3,3.0,1,0
1000,2015,568065,0,29,30,0,0,206.4,5.8,23.39,126,10,2.0,3,0
1001,2015,568068,0,39,224,0,0,167.1,5.5,18.94,106,6,2.0,3,0
1002,2015,568662,1,33,90,0,0,153.0,11.4,17.34,105,3,4.0,2,0
1003,2015,568684,0,49,139,0,0,294.0,9.8,33.32,92,1,3.0,3,0
1004,2015,568793,0,25,174,0,0,186.45,15.5,21.13,115,5,5.0,3,0
1005,2015,568912,1,26,16,0,0,262.05,10.5,29.7,80,8,3.0,5,0
1006,2015,571702,0,39,46,0,0,386.1,13.4,43.76,107,5,4.0,2,1
1007,2015,571817,1,53,126,1,1,193.95,9.6,21.98,102,7,3.0,1,0
1008,2015,571867,1,31,92,0,1,364.65,12.1,41.33,104,2,4.0,2,0
1009,2015,571980,1,39,22,0,1,298.65,4.2,33.85,91,1,2.0,1,0
1010,2015,573754,1,38,105,1,1,331.05,13.2,37.52,100,6,4.0,1,1
1011,2015,574614,1,40,91,0,0,304.65,12.0,34.53,129,3,4.0,3,0
1012,2015,574641,0,36,119,0,0,207.45,13.5,23.51,98,6,4.0,3,0
1013,2015,574953,1,42,135,0,0,359.85,5.9,40.78,118,3,2.0,2,0
1014,2015,576100,0,37,98,0,1,417.45,9.7,47.31,42,5,3.0,0,0
1015,2015,576512,0,31,63,0,0,230.25,6.5,26.1,85,5,2.0,2,0
1016,2015,576586,1,36,60,0,0,330.9,6.8,37.5,129,3,2.0,1,0
1017,2015,576631,1,35,131,0,0,164.25,6.6,18.62,108,7,2.0,1,0
1018,2015,576634,0,35,119,0,0,265.2,7.5,30.06,77,15,3.0,1,0
1019,2015,576764,1,44,82,0,0,215.85,11.1,24.46,94,2,3.0,1,0
